algorithm,dataset,rmse_test,log_mse_test,r2_test,model_size,training time (s)
TIRMOO2,633_fri_c0_500_25,0.22240921048956894,-3.006472606782892,0.9497610304154734,116,2178.533294200897
TIRMOO2,613_fri_c3_250_5,0.19469473252218814,-3.2726448425974595,0.9660817604633218,80,2808.1139838695526
TIRMOO2,560_bodyfat,0.48898998635553853,-1.4308265350349454,0.9966450429702086,143,3326.1725013256073
TIRMOO2,695_chatfield_4,18.88799698318877,5.8770532801242945,0.8127672701662891,85,1983.5345175266266
TIRMOO2,602_fri_c3_250_10,0.24639837825332592,-2.801611258217063,0.9402698985872178,98,2291.9395117759705
TIRMOO2,523_analcatdata_neavote,0.8723668711326559,-0.2730904395532154,0.9445382493404719,37,3008.984039068222
TIRMOO2,626_fri_c2_500_50,0.24239512505763167,-2.8343722722751874,0.9407483370606764,89,2013.9140248298645
TIRMOO2,1203_BNG_pwLinear,2.837825543599906,2.086076210497287,0.59636065494111,83,9217.106190443039
TIRMOO2,503_wind,3.1437178756997635,2.290812272696839,0.7816568158649961,86,5888.933037996292
TIRMOO2,1201_BNG_breastTumor,9.76164193692987,4.556921235037054,0.11629328229875835,95,10163.445114850998
TIRMOO2,1089_USCrime,25.700779759279463,6.49304266453779,0.5329994768438031,67,3147.704466819763
TIRMOO2,618_fri_c3_1000_50,0.22902368823088448,-2.947859677442788,0.9534031416594264,95,2214.0329711437225
TIRMOO2,527_analcatdata_election2000,152.0519428119342,10.048444382992189,0.9999907995596599,46,2566.1191182136536
TIRMOO2,1028_SWD,0.6416044828678781,-0.8875664708814314,0.3296547894202906,170,3715.5698323249817
TIRMOO2,485_analcatdata_vehicle,106.32746919122114,9.33304732784818,0.8303546240696211,43,1916.2211420536041
TIRMOO2,607_fri_c4_1000_50,0.24512380746981632,-2.811983718930923,0.9474040597569147,92,2273.5046877861023
TIRMOO2,banana,0.5676256219709753,-1.1325863876437554,0.6770238950158858,86,7452.247079133987
TIRMOO2,611_fri_c3_100_5,0.48754626482718105,-1.4367401816751257,0.8194644994679204,38,1848.4144999980927
TIRMOO2,228_elusage,13.784653687647904,5.247111843510495,0.436840816280634,46,2860.929409265518
TIRMOO2,562_cpu_small,3.1517049180156844,2.2958871004648826,0.9709022392979868,97,6562.677661895752
TIRMOO2,657_fri_c2_250_10,0.20004464316638274,-3.2184294430222677,0.9574233776185682,109,2480.9909710884094
TIRMOO2,537_houses,58955.00928761899,21.969059755096374,0.7470775561926786,85,10573.69330906868
TIRMOO2,225_puma8NH,3.1341199464071736,2.284696831653172,0.6808406787927428,85,6219.435529947281
TIRMOO2,579_fri_c0_250_5,0.2324800515380951,-2.9179017149437856,0.9471585382570724,89,3066.8866469860077
TIRMOO2,663_rabe_266,1.8316757867685043,1.2104625566051221,0.9989332312907495,73,2522.126137495041
TIRMOO2,666_rmftsa_ladata,1.8290309566742653,1.2075725894596554,0.6453914445823729,151,3655.6573395729065
TIRMOO2,1027_ESL,0.5010679062889493,-1.3820272911745641,0.8748354872965841,98,3494.140545606613
TIRMOO2,579_fri_c0_250_5,0.23202823168432418,-2.9217924528494925,0.9381419678221936,89,3088.304088115692
TIRMOO2,201_pol,19.12772883197408,5.902278107117981,0.786824926364003,74,5098.2681930065155
TIRMOO2,620_fri_c1_1000_25,0.22245785693372683,-3.0060352047101015,0.9575549006353682,92,2438.6910784244537
TIRMOO2,586_fri_c3_1000_25,0.19250392681939563,-3.2952774528011215,0.9648885648485593,86,2321.4745519161224
TIRMOO2,601_fri_c1_250_5,0.18707136607412772,-3.3525301963445897,0.9543860761253562,95,3095.5765681266785
TIRMOO2,616_fri_c4_500_50,0.23565814703739513,-2.890746107184343,0.9485647481817716,89,2014.8118178844452
TIRMOO2,590_fri_c0_1000_50,0.19311985459305364,-3.2888885491378392,0.9650114790073067,131,2266.262367963791
TIRMOO2,650_fri_c0_500_50,0.22171454762365264,-3.0127290920054723,0.946664044649391,110,2030.9891185760498
TIRMOO2,653_fri_c0_250_25,0.2431678398130811,-2.82800675048995,0.9397318584323622,110,1975.017582654953
TIRMOO2,294_satellite_image,0.9548638784292433,-0.0923729686735335,0.8107066051948953,143,6469.106029033661
TIRMOO2,616_fri_c4_500_50,0.22943607599726945,-2.944261648478985,0.9444473890401827,95,1971.508908033371
TIRMOO2,588_fri_c4_1000_100,0.19328562575616925,-3.287172515782042,0.9660264471537239,86,2258.961480140686
TIRMOO2,615_fri_c4_250_10,0.3720766892241392,-1.9773105842548793,0.873049846836628,85,2280.4247541427612
TIRMOO2,648_fri_c1_250_50,0.23086357253788342,-2.931856676008819,0.9507709552287483,95,1875.819987297058
TIRMOO2,591_fri_c1_100_10,0.5096758191873746,-1.3479608080524577,0.6932745672526655,65,1893.9538316726685
TIRMOO2,522_pm10,0.827244752268476,-0.37930935157308554,0.15267980811730086,109,3416.6526069641113
TIRMOO2,537_houses,62023.96036464977,22.070552093732232,0.7103008563833504,74,10199.169495344162
TIRMOO2,678_visualizing_environmental,3.737635432251148,2.6369063482282273,-0.38981055269524867,61,3201.689119577408
TIRMOO2,201_pol,19.68338919293987,5.959550183770399,0.7805667847076272,68,5086.3998856544495
TIRMOO2,620_fri_c1_1000_25,0.2016619799033513,-3.202324700076266,0.9640460593614543,95,2372.4097146987915
TIRMOO2,626_fri_c2_500_50,0.22337723036884774,-2.9977866413781142,0.9474120148496308,83,1995.5183153152466
TIRMOO2,616_fri_c4_500_50,0.20355689088645168,-3.183619502148206,0.9629608754863743,92,2041.6078987121582
TIRMOO2,1193_BNG_lowbwt,460.9683078577965,12.266658588242253,0.5974681658059302,97,11153.577047586441
TIRMOO2,579_fri_c0_250_5,0.2152460241894128,-3.071947213019261,0.9460536244175287,98,3006.2278006076813
TIRMOO2,215_2dplanes,1.0442174535160993,0.08653551315973791,0.943338212951147,97,9166.081015825272
TIRMOO2,628_fri_c3_1000_5,0.20628702870025625,-3.156973473578664,0.9554867832204212,86,3510.6660747528076
TIRMOO2,597_fri_c2_500_5,0.27015011803628675,-2.617554963526927,0.9305131312203438,88,3353.3310520648956
TIRMOO2,658_fri_c3_250_25,0.2958387643369048,-2.435881376294512,0.9082936798264198,89,1966.6523022651672
TIRMOO2,207_autoPrice,2043.3599763386121,15.24470155833661,0.7282958219275582,76,3254.148144006729
TIRMOO2,648_fri_c1_250_50,0.5213037734999391,-1.3028446972004175,0.7229889896519783,38,1591.5409021377563
TIRMOO2,586_fri_c3_1000_25,0.20418817249080595,-3.1774265922596476,0.9568451673170343,92,2374.7210958004
TIRMOO2,635_fri_c0_250_10,0.24097075626742,-2.8461593922857764,0.9230627005036736,92,2436.39222574234
TIRMOO2,624_fri_c0_100_5,0.4712639016461667,-1.5046740822812132,0.7102467748754455,41,1886.6508450508118
TIRMOO2,656_fri_c1_100_5,0.5185230162901134,-1.3135417243058032,0.5125628634581743,46,1924.8043057918549
TIRMOO2,banana,0.568457252962663,-1.1296583225929417,0.6720137851315845,86,7654.879785776138
TIRMOO2,650_fri_c0_500_50,0.2575498144584418,-2.713084246761315,0.9372710332973826,116,2023.494647026062
TIRMOO2,596_fri_c2_250_5,0.3127553325182079,-2.3246681587250846,0.9098735212838598,86,3095.8237721920013
TIRMOO2,225_puma8NH,3.185578992255582,2.3172681194204774,0.6825348941850133,88,6649.179181098938
TIRMOO2,503_wind,3.104862551188117,2.26593889495498,0.7712562569601078,92,5964.772621393204
TIRMOO2,1089_USCrime,22.58479520474866,6.234553802620497,0.7347619796137443,70,3176.9319429397583
TIRMOO2,591_fri_c1_100_10,0.33138486758857966,-2.2089496742130215,0.8829166485712786,52,1885.816514968872
TIRMOO2,690_visualizing_galaxy,13.996312654507209,5.277587826206523,0.9778155231991551,94,3171.452777147293
TIRMOO2,1203_BNG_pwLinear,2.8210124008648383,2.074191655842329,0.6008054542987389,91,8888.289549350739
TIRMOO2,598_fri_c0_1000_25,0.20979774353943914,-3.1232226767424103,0.9562461326550554,101,2311.922866821289
TIRMOO2,648_fri_c1_250_50,0.41769310553103195,-1.7460166268127815,0.8520429397837994,89,1884.8362395763397
TIRMOO2,579_fri_c0_250_5,0.21387056465572413,-3.084768570011953,0.9446530636115837,86,3028.443587064743
TIRMOO2,1196_BNG_pharynx,298.16480747803104,11.39529275772109,0.49211722362139454,94,11472.372096776962
TIRMOO2,687_sleuth_ex1605,16.670867179248393,5.627325431521049,-0.5064571864589684,58,3167.185136079788
TIRMOO2,633_fri_c0_500_25,0.20742303967199066,-3.145989802512584,0.9513077502795485,89,2140.6408200263977
TIRMOO2,621_fri_c0_100_10,0.42587886302248784,-1.7072006645052467,0.689039238959082,41,1620.4111607074738
TIRMOO2,627_fri_c2_500_10,0.21456530334390397,-3.0782822849083233,0.9527111763428199,86,2729.2609906196594
TIRMOO2,586_fri_c3_1000_25,0.22335825845676482,-2.9979565129246457,0.951259876293448,86,2382.247170448303
TIRMOO2,604_fri_c4_500_10,0.22595676574323792,-2.9748232000629757,0.9532638034884263,92,2650.915005683899
TIRMOO2,192_vineyard,5.011713906300226,3.223555907321655,-0.03092160074897854,49,3054.4472415447235
TIRMOO2,192_vineyard,3.404104567823589,2.4499638586828354,0.3662265965804258,52,3059.555776119232
TIRMOO2,195_auto_price,2632.414662249815,15.751313652967136,0.7908080239837939,73,3265.7482879161835
TIRMOO2,210_cloud,0.37995549872008677,-1.9354022835016147,0.712893854511015,67,2592.8270256519318
TIRMOO2,635_fri_c0_250_10,0.2571441608517508,-2.7162368283740315,0.9258335833801408,92,2386.8023688793182
TIRMOO2,712_chscase_geyser1,6.274536461128839,3.6729992231056605,0.7317399932053076,106,3083.456665992737
TIRMOO2,601_fri_c1_250_5,0.19934609627564207,-3.2254255752213123,0.9599463711324264,92,3176.8851454257965
TIRMOO2,573_cpu_act,2.6389207100729815,1.940740023251398,0.9754679224945473,103,5381.610721349716
TIRMOO2,631_fri_c1_500_5,0.19087591003452997,-3.3122634955115866,0.9612893955540396,86,3421.08113861084
TIRMOO2,658_fri_c3_250_25,0.21926637065335872,-3.034935967822576,0.9511946685182572,95,1982.643437385559
TIRMOO2,230_machine_cpu,28.812663117055923,6.721629964140663,0.912201359806568,103,3271.386556863785
TIRMOO2,588_fri_c4_1000_100,0.29744749924188146,-2.425035085412403,0.9067822660741666,86,2245.0098395347595
TIRMOO2,560_bodyfat,0.9220778037572444,-0.16225134626396973,0.9901721458921202,98,3329.4147160053253
TIRMOO2,604_fri_c4_500_10,0.22748578752528245,-2.9613350299179113,0.941130405137242,80,2428.4401693344116
TIRMOO2,562_cpu_small,3.118882250045822,2.2749493688858884,0.9661932302868902,97,6472.231465101242
TIRMOO2,589_fri_c2_1000_25,0.2590470824800896,-2.701490896332389,0.9288049369475431,92,2413.0781304836273
TIRMOO2,227_cpu_small,3.1753329529159786,2.31082498781328,0.9699950314892505,91,6612.274747848511
TIRMOO2,633_fri_c0_500_25,0.21096156362275578,-3.112158650050159,0.9557365084990926,119,2189.857747554779
TIRMOO2,608_fri_c3_1000_10,0.22241545341902413,-3.006416468443792,0.9584659210228963,101,2934.6103262901306
TIRMOO2,197_cpu_act,2.6288118547720987,1.9330639557324156,0.9794347665610229,124,5067.8621301651
TIRMOO2,643_fri_c2_500_25,0.2613742906938967,-2.683603669971725,0.9319928688600646,92,2147.372054576874
TIRMOO2,1089_USCrime,25.68031800118775,6.491449723937822,0.6725211474251819,76,3147.439190387726
TIRMOO2,1193_BNG_lowbwt,462.06422302850467,12.27140778460966,0.5993370625632188,83,10837.755887746811
TIRMOO2,644_fri_c4_250_25,0.22258222631013583,-3.004917378389919,0.9458731528075238,86,1921.86576795578
TIRMOO2,1029_LEV,0.633267030337349,-0.9137261938340252,0.523820280188126,83,3559.067217350006
TIRMOO2,633_fri_c0_500_25,0.18991423721442827,-3.322365383615234,0.9636694944914346,110,2112.526917695999
TIRMOO2,556_analcatdata_apnea2,1960.196737633418,15.161600247061552,0.6031376933947385,88,3523.0590279102325
TIRMOO2,527_analcatdata_election2000,160.84526751337694,10.160885663027598,0.9999966131216355,46,2440.9950637817383
TIRMOO2,611_fri_c3_100_5,0.21114091394776727,-3.1104590595920603,0.905630590067723,49,2038.220900297165
TIRMOO2,665_sleuth_case2002,10.35241093355317,4.674438866049772,-1.159284043912404,64,2051.922379016876
TIRMOO2,593_fri_c1_1000_10,0.1893895339845423,-3.3278987171006356,0.9649906091331364,92,2915.625513076782
TIRMOO2,1201_BNG_breastTumor,9.726829760494217,4.5497760439716775,0.11879297103174025,89,9647.273459911346
TIRMOO2,598_fri_c0_1000_25,0.19949560758689386,-3.223926120005801,0.9536026903521916,104,2390.142336368561
TIRMOO2,593_fri_c1_1000_10,0.19914837945472968,-3.227410213395021,0.9606504495556704,107,3005.526354789734
TIRMOO2,1595_poker,0.7413130238372987,-0.5986646171159455,0.08074873465049515,110,10736.727725028992
TIRMOO2,564_fried,0.9974671844448095,-0.005072057117905408,0.9606752502563298,98,8136.362450122833
TIRMOO2,1199_BNG_echoMonths,11.679180500089577,4.915615624550005,0.451421928623418,89,10009.113689184189
TIRMOO2,627_fri_c2_500_10,0.40041101747871244,-1.8305274314780684,0.8087724766080752,86,2670.3405978679657
TIRMOO2,599_fri_c2_1000_5,0.2227781576423619,-3.003157622902663,0.9510614723122868,95,3781.8972153663635
TIRMOO2,197_cpu_act,2.5331553934801105,1.8589314334830531,0.9776987409971032,94,5181.456281661987
TIRMOO2,583_fri_c1_1000_50,0.21004305195309864,-3.120885519951467,0.9553272814740087,83,2259.895171403885
TIRMOO2,228_elusage,15.477186209407146,5.47873416444275,-0.12468477271519007,46,2823.177222967148
TIRMOO2,647_fri_c1_250_10,0.39347902635771703,-1.865455025559411,0.8656098381208175,79,2290.5823299884796
TIRMOO2,641_fri_c1_500_10,0.23134571079944974,-2.9276842073560427,0.9469952754553134,92,2730.988568544388
TIRMOO2,banana,0.5894073312703777,-1.0572755404491012,0.646573971076688,86,7536.6522834300995
TIRMOO2,529_pollen,1.4384497310090185,0.7271319159517255,0.7791298292310079,109,5766.7056748867035
TIRMOO2,1028_SWD,0.6230890614411754,-0.946131629295118,0.3813894542899221,143,3757.488857984543
TIRMOO2,225_puma8NH,3.158235409618339,2.300026913899073,0.6897675444038038,97,6478.665009021759
TIRMOO2,582_fri_c1_500_25,0.18096820572108394,-3.4188678442913933,0.9687461964698104,89,2167.053970336914
TIRMOO2,602_fri_c3_250_10,0.26692701704002025,-2.641560004733365,0.9456738548225653,89,2359.7666454315186
TIRMOO2,607_fri_c4_1000_50,0.23338352934207815,-2.91014425998261,0.9506840657945238,119,2239.459180355072
TIRMOO2,215_2dplanes,1.1238824456304244,0.2335783205279463,0.9350667125113714,94,9381.905148744583
TIRMOO2,1027_ESL,0.566143898485161,-1.1378139909711324,0.8491508770630902,100,3460.8726942539215
TIRMOO2,645_fri_c3_500_50,0.20086674711720254,-3.210227080874042,0.9580134887021932,86,1977.4063646793365
TIRMOO2,522_pm10,10.308626091163969,4.665962058640163,-161.56960901165897,109,3403.5558021068573
TIRMOO2,690_visualizing_galaxy,15.723720522311494,5.510340866890756,0.9692114782030082,163,3171.8262736797333
TIRMOO2,658_fri_c3_250_25,0.25636210155978867,-2.7223287493795776,0.9450567493674253,92,1957.6480903625488
TIRMOO2,344_mv,0.20182306506576875,-3.200727761870161,0.9996292972735673,100,7193.453795433044
TIRMOO2,597_fri_c2_500_5,0.8934361695825901,-0.2253607711323984,0.2837237220022195,97,3273.8914229869843
TIRMOO2,605_fri_c2_250_25,0.34223692473936457,-2.144504038745663,0.907239000154099,98,1971.38743185997
TIRMOO2,230_machine_cpu,32.60846822804093,6.969144032473615,0.9633877734185267,85,3236.980859518051
TIRMOO2,621_fri_c0_100_10,0.4567712662731639,-1.5671450496457406,0.7666644750320432,38,1637.2881796360016
TIRMOO2,529_pollen,1.4108283525789314,0.6883540319747692,0.8003023232916904,100,5875.311338663101
TIRMOO2,624_fri_c0_100_5,0.35384066854900953,-2.0778171120267115,0.9036194301046763,41,1904.220813035965
TIRMOO2,503_wind,3.014540838734027,2.2068950525752897,0.7885483861744892,89,5937.066251516342
TIRMOO2,titanic,0.7861112623875768,-0.4813138827408864,0.2734572464785039,82,3980.673239707947
TIRMOO2,618_fri_c3_1000_50,0.2619334824492266,-2.679329382473122,0.9346650734406973,89,2183.257875442505
TIRMOO2,635_fri_c0_250_10,0.2095367966963845,-3.125711828974813,0.9442114967639847,80,2200.6908116340637
TIRMOO2,690_visualizing_galaxy,16.3892567408489,5.5932520867922095,0.9710910513500902,118,3157.824099302292
TIRMOO2,712_chscase_geyser1,7.287013023600014,3.9721874518481926,0.6557891608097421,124,3177.308045387268
TIRMOO2,581_fri_c3_500_25,0.22043460731908962,-3.0243083870515406,0.9451249354177631,98,2135.1887667179108
TIRMOO2,593_fri_c1_1000_10,0.16476820670028197,-3.606431201252637,0.9716230139022998,98,3024.4620645046234
TIRMOO2,656_fri_c1_100_5,0.5857541807454033,-1.0697101283938126,0.7148873135286462,49,2141.159790992737
TIRMOO2,556_analcatdata_apnea2,1130.3860528279376,14.060628986063167,0.8301455647144974,73,3511.8471608161926
TIRMOO2,644_fri_c4_250_25,0.20440818478887984,-3.1752727569117067,0.954371334521359,86,1940.6562883853912
TIRMOO2,653_fri_c0_250_25,0.3053549716172145,-2.372560675490295,0.8940010057409943,98,1942.7692067623138
TIRMOO2,485_analcatdata_vehicle,198.58962078405705,10.58248097666453,-0.05474850018134392,49,1956.7696325778961
TIRMOO2,592_fri_c4_1000_25,0.20243252417362864,-3.1946973238420777,0.9582713395979431,89,2362.1797132492065
TIRMOO2,579_fri_c0_250_5,0.19009941831003505,-3.320416178816169,0.9506131414101695,83,3069.5778646469116
TIRMOO2,606_fri_c2_1000_10,0.26251315227495636,-2.674908188602043,0.926922744596968,95,2937.0414621829987
TIRMOO2,607_fri_c4_1000_50,0.24167461989400907,-2.840326006861693,0.9449903745062799,92,2210.7381262779236
TIRMOO2,657_fri_c2_250_10,0.2575165041106453,-2.713342934597363,0.9255435487549886,91,2417.844096660614
TIRMOO2,594_fri_c2_100_5,0.5772300008965751,-1.0990289536557307,0.7149106657831985,52,2144.811721086502
TIRMOO2,197_cpu_act,2.5254362904790226,1.852827672219333,0.9816206008790338,100,5098.168605804443
TIRMOO2,695_chatfield_4,39.14702490067042,7.334648854458418,0.4595476421392545,103,2180.68723988533
TIRMOO2,197_cpu_act,2.6240278877769776,1.929420997978307,0.9810467720396918,94,5405.878671646118
TIRMOO2,1203_BNG_pwLinear,2.8371948352364003,2.085631659941342,0.5973121268994344,83,8872.38132429123
TIRMOO2,4544_GeographicalOriginalofMusic,0.48895536314862414,-1.4309681511567316,0.7313255757967444,86,2147.0005531311035
TIRMOO2,637_fri_c1_500_50,0.23623356664075568,-2.8858685484404125,0.9339037272934383,89,2053.511844396591
TIRMOO2,581_fri_c3_500_25,0.2688469773395907,-2.6272258374294757,0.9392458472512202,89,2121.977974176407
TIRMOO2,654_fri_c0_500_10,0.22812042050779657,-2.955763258666495,0.9488040452748279,104,2679.1356749534607
TIRMOO2,581_fri_c3_500_25,0.1912672411336572,-3.308167321240529,0.9614757858501567,92,2071.1170077323914
TIRMOO2,527_analcatdata_election2000,55148.58254285741,21.83557264499853,0.22171143562094353,49,2516.491399049759
TIRMOO2,609_fri_c0_1000_5,0.20285001058805419,-3.190576874266422,0.9605605850165532,86,3596.1618587970734
TIRMOO2,1196_BNG_pharynx,298.8414808667214,11.399826536957084,0.488162049329,97,10883.831151485443
TIRMOO2,1030_ERA,1.503587542484582,0.8157078950951754,0.43044102554104036,103,3598.6998207569122
TIRMOO2,557_analcatdata_apnea1,1130.9237217647715,14.061580061325843,0.8857292593025878,91,3490.8450145721436
TIRMOO2,621_fri_c0_100_10,0.4947819071385725,-1.4072764102834185,0.6499149678819027,38,1620.0798830986023
TIRMOO2,654_fri_c0_500_10,0.21109525650050803,-3.1108915895421942,0.9623718861066318,86,2510.5923986434937
TIRMOO2,210_cloud,0.35602037005202775,-2.065534661039593,0.9064719250447264,55,2753.12056517601
TIRMOO2,609_fri_c0_1000_5,0.20718359428734648,-3.148299899762873,0.9594204157108579,92,3632.868370771408
TIRMOO2,634_fri_c2_100_10,0.7702600220532344,-0.5220542603218928,0.5531117062140865,46,1654.9542520046234
TIRMOO2,562_cpu_small,3.146131034350603,2.292346909731051,0.9717823595812061,97,6532.9834496974945
TIRMOO2,192_vineyard,2.399002634261078,1.7501061638465298,0.4644101844584916,46,3066.4627346992493
TIRMOO2,1201_BNG_breastTumor,9.693906735375547,4.542995033032237,0.11581690627801311,86,10012.416535615921
TIRMOO2,556_analcatdata_apnea2,43013.330115306795,21.3385306986327,-199.61967332935615,94,3492.4741060733795
TIRMOO2,612_fri_c1_1000_5,0.20255672613383358,-3.193470605216786,0.9578200283363774,86,3638.7224996089935
TIRMOO2,654_fri_c0_500_10,0.1998873803869938,-3.220002338196775,0.9645633653715069,89,2545.2123806476593
TIRMOO2,657_fri_c2_250_10,0.2936435803013048,-2.4507771179766067,0.9122846515311426,92,2419.6592087745667
TIRMOO2,592_fri_c4_1000_25,0.2641235732131166,-2.6626764099970828,0.9325429598894829,86,2337.912501335144
TIRMOO2,207_autoPrice,3381.9471051107894,16.25241377843044,0.6547210982353067,88,3288.886617422104
TIRMOO2,505_tecator,0.8277283888942976,-0.37814042229548,0.9962031767177766,122,2142.362184524536
TIRMOO2,218_house_8L,33257.108161502714,20.824047605059555,0.6246604819345781,98,9838.804560422897
TIRMOO2,635_fri_c0_250_10,0.24746506529191775,-2.792971714543448,0.9215114166683259,95,2376.5501642227173
TIRMOO2,657_fri_c2_250_10,0.290532546813527,-2.472079343484054,0.8986589273627632,85,2289.0429832935333
TIRMOO2,613_fri_c3_250_5,0.21070013245199612,-3.1146386590876562,0.9594853884027172,83,2893.735551595688
TIRMOO2,611_fri_c3_100_5,0.3075526111725898,-2.3582182262523,0.8720003128268689,49,2051.756020307541
TIRMOO2,537_houses,61665.59978379,22.058963028878573,0.7203425818553715,116,11414.726969718933
TIRMOO2,557_analcatdata_apnea1,2922.8227396383604,15.960610239947648,0.4456960333157257,91,3536.4694542884827
TIRMOO2,641_fri_c1_500_10,0.2483668309845062,-2.785696936994026,0.9392649589646003,89,2660.3560798168182
TIRMOO2,635_fri_c0_250_10,0.21119802016249645,-3.109918202849146,0.9538442761988081,83,2210.0923175811768
TIRMOO2,658_fri_c3_250_25,0.3020233652402083,-2.3945017925099656,0.893544419781395,124,2009.1039819717407
TIRMOO2,712_chscase_geyser1,8.015875962598265,4.162848140990056,0.6467410415437094,112,3148.173417329788
TIRMOO2,612_fri_c1_1000_5,0.18015827885659155,-3.4278389749846903,0.9690951595141452,95,3721.687972307205
TIRMOO2,225_puma8NH,3.1857228704653764,2.3173584483440903,0.6776435232944162,86,6485.6868851184845
TIRMOO2,1199_BNG_echoMonths,11.895624691285633,4.952341319015972,0.44048315967545126,86,8990.243128061295
TIRMOO2,210_cloud,0.6232414024254374,-0.9456427028364065,0.6113236282693859,58,2634.784645318985
TIRMOO2,687_sleuth_ex1605,15.636998371777764,5.499279593470227,-1.2054054831490326,52,3195.283977985382
TIRMOO2,574_house_16H,41703.7114279431,21.27669081378907,0.41177371812544294,89,9112.912549972534
TIRMOO2,597_fri_c2_500_5,0.2477928174378563,-2.7903245910531256,0.9356863401626556,85,3352.9351823329926
TIRMOO2,503_wind,3.0812462718969473,2.250668297752212,0.7888218315566848,83,5847.139822483063
TIRMOO2,519_vinnie,1.578076658403409,0.9124136014271583,0.7617235103825754,88,3342.921625137329
TIRMOO2,603_fri_c0_250_50,0.4063771534844291,-1.8009472022357997,0.825438772355968,38,1607.4346237182617
TIRMOO2,641_fri_c1_500_10,0.22022533893615534,-3.0262079778851945,0.9439745349122183,89,2648.1448259353638
TIRMOO2,581_fri_c3_500_25,0.2579900109725087,-2.7096688239417346,0.9079753676335536,92,2089.0935277938843
TIRMOO2,207_autoPrice,1961.4884617414514,15.162917766535019,0.8785794910090642,97,3292.282569885254
TIRMOO2,605_fri_c2_250_25,0.35662447372198314,-2.062143890335601,0.8775958207825387,128,1994.4260470867157
TIRMOO2,599_fri_c2_1000_5,0.20198491164702395,-3.1991245583748844,0.9588555788764709,86,3690.676012277603
TIRMOO2,654_fri_c0_500_10,0.23361617520041825,-2.908151574545572,0.9382689247650545,92,2670.7098236083984
TIRMOO2,503_wind,3.109756758701416,2.269089020992349,0.7746793747603783,83,5971.2880783081055
TIRMOO2,561_cpu,11.604167962647905,4.902728681403583,0.9940055491803329,88,3237.0588476657867
TIRMOO2,4544_GeographicalOriginalofMusic,0.5171573948759757,-1.3188160239482627,0.7264984152772942,26,1811.741669178009
TIRMOO2,602_fri_c3_250_10,0.2554588260041371,-2.729388065986563,0.9324192166731384,83,2271.497303724289
TIRMOO2,624_fri_c0_100_5,0.4171051378348155,-1.7488339197245173,0.7514398215382202,41,1940.6651856899261
TIRMOO2,1029_LEV,0.6096944117462804,-0.9895948233794087,0.5979692548380284,101,3668.7530629634857
TIRMOO2,227_cpu_small,3.146131034350603,2.292346909731051,0.9717823595812061,97,6550.955008029938
TIRMOO2,1199_BNG_echoMonths,11.793762155041422,4.9351415215366705,0.44725193216521564,98,10178.823813199997
TIRMOO2,522_pm10,3.2265734111908233,2.342841421424545,-12.101914051016262,109,3361.531383037567
TIRMOO2,581_fri_c3_500_25,0.24473862350397194,-2.8151289615204647,0.9383684317396681,95,2095.9779393672943
TIRMOO2,589_fri_c2_1000_25,0.2213945773324126,-3.015617503268825,0.9515934619013563,83,2413.195412158966
TIRMOO2,1089_USCrime,28.18645561452761,6.677683130414339,0.35824385567907957,67,3145.8064913749695
