algorithm,dataset,rmse_test,log_mse_test,r2_test,model_size,training time (s)
TIRMOO4,605_fri_c2_250_25,0.3550870762207905,-2.070784468910426,0.8537812947833711,62,1944.4490630626678
TIRMOO4,505_tecator,2.106887519920277,1.490423498802008,0.9796968419455595,8,2177.6589930057526
TIRMOO4,656_fri_c1_100_5,0.3592339400970803,-2.0475629179939587,0.8564416534846746,29,1946.8022463321686
TIRMOO4,584_fri_c4_500_25,0.31205294069898093,-2.3291648476789355,0.9081124313555816,62,2063.298429965973
TIRMOO4,192_vineyard,2.7107494956284603,1.9944503266133427,0.698728889388539,14,3441.398984193802
TIRMOO4,592_fri_c4_1000_25,0.30147553897425555,-2.398132794406398,0.8999063583600679,62,2353.4188628196716
TIRMOO4,210_cloud,0.3524977257805797,-2.0854222168738494,0.9371805848567469,14,3178.7177941799164
TIRMOO4,597_fri_c2_500_5,0.4032331487091795,-1.8164807030878078,0.8347512949844889,62,3296.0272755622864
TIRMOO4,589_fri_c2_1000_25,0.3528405534648537,-2.083478027985434,0.8679162296435955,74,2420.4971139431
TIRMOO4,591_fri_c1_100_10,0.6692585637705226,-0.8031696011850709,0.5224512926886631,26,2041.273862361908
TIRMOO4,611_fri_c3_100_5,0.5400011312517079,-1.2323680890308821,0.5901664334674239,35,1860.5843892097473
TIRMOO4,519_vinnie,1.6396830074258675,0.9890058699971708,0.6862001798575957,8,3721.5279614925385
TIRMOO4,593_fri_c1_1000_10,0.2948017334652601,-2.4429044770885677,0.9151732809764577,62,2869.158945083618
TIRMOO4,687_sleuth_ex1605,11.924611755354665,4.957208958082889,0.05034254481682876,23,3576.398044347763
TIRMOO4,623_fri_c4_1000_10,0.31487487923740765,-2.3111598556698763,0.9116584565106061,62,2831.9386360645294
TIRMOO4,210_cloud,0.5867025451425808,-1.0664746499899918,0.5894566873936172,14,2861.1860177516937
TIRMOO4,210_cloud,0.49187897792562735,-1.4190451451475778,0.757901515099966,17,2804.769363641739
TIRMOO4,653_fri_c0_250_25,0.35755241602077825,-2.0569466187110783,0.8461074195179182,50,1985.2427027225494
TIRMOO4,595_fri_c0_1000_10,0.3007690997431319,-2.4028248382020063,0.9058998522901935,50,2818.4130227565765
TIRMOO4,609_fri_c0_1000_5,0.3022308458392659,-2.3931283268168366,0.9124496335792613,50,3590.8795449733734
TIRMOO4,666_rmftsa_ladata,1.794028414636129,1.1689272044316321,0.6946011846328936,79,3573.3279824256897
TIRMOO4,616_fri_c4_500_50,0.3509806720455504,-2.0940482448594366,0.8808833079854448,62,2050.645273923874
TIRMOO4,628_fri_c3_1000_5,0.28417999207014516,-2.516294933353093,0.9045846898162933,62,3495.9526636600494
TIRMOO4,648_fri_c1_250_50,0.27210779361077175,-2.6031139823053153,0.9272980204447535,62,1832.2424800395966
TIRMOO4,557_analcatdata_apnea1,1169.7811366060284,14.129143895126994,0.8777418998650706,25,3454.592024087906
TIRMOO4,485_analcatdata_vehicle,180.9579207369419,10.396529044242653,0.5577397480656372,26,2170.680111646652
TIRMOO4,650_fri_c0_500_50,0.3138453723071654,-2.3177097184926483,0.8931281918343736,50,2055.6872477531433
TIRMOO4,1030_ERA,1.5829804433176142,0.9186188532656084,0.37995204468463195,38,3577.241062641144
TIRMOO4,656_fri_c1_100_5,0.5031893351284099,-1.3735775358428772,0.7895986103166417,29,1970.080105304718
TIRMOO4,626_fri_c2_500_50,0.29887450122099174,-2.4154630441198814,0.9025670929999248,62,1998.6643114089966
TIRMOO4,557_analcatdata_apnea1,1355.1259410597174,14.423299348852336,0.8956825320553373,25,3481.264651298523
TIRMOO4,593_fri_c1_1000_10,0.39144590904523485,-1.8758158729099832,0.8477727022501109,55,2853.0952577590942
TIRMOO4,659_sleuth_ex1714,701.4081208697966,13.106179831450891,0.9070721291045631,17,3518.9153785705566
TIRMOO4,505_tecator,1.7668379111821195,1.1383829161005559,0.9827003187385333,8,2135.9753189086914
TIRMOO4,641_fri_c1_500_10,0.3461884144837196,-2.1215442032145346,0.8896597882263134,65,2636.91917014122
TIRMOO4,595_fri_c0_1000_10,0.29460851565183477,-2.4442157391213266,0.9077259909385685,50,2852.8186452388763
TIRMOO4,678_visualizing_environmental,3.3610918218380443,2.4245317363337744,-0.1254861505881859,23,3634.1791303157806
TIRMOO4,647_fri_c1_250_10,0.3001060798908259,-2.4072385343829352,0.9093899667064058,65,2449.857691526413
TIRMOO4,582_fri_c1_500_25,0.2860410309568488,-2.5032400271366004,0.911278600544032,62,2087.3873229026794
TIRMOO4,621_fri_c0_100_10,0.4292457027457705,-1.691451580660658,0.7125930810917214,32,1961.8010540008545
TIRMOO4,618_fri_c3_1000_50,0.286432917373198,-2.500501831075759,0.9055581543973692,65,2223.352174758911
TIRMOO4,560_bodyfat,1.1672358089599522,0.30927679425045357,0.9804939244881756,8,3289.946994304657
TIRMOO4,523_analcatdata_neavote,1.0003716447635524,0.0007431514414860555,0.9309184181268683,8,3575.535704135895
TIRMOO4,653_fri_c0_250_25,0.2974849610839373,-2.4247832125051167,0.9065372312486186,50,1964.3070168495178
TIRMOO4,617_fri_c3_500_5,0.39707152327801204,-1.8472777102624842,0.8182389840171634,56,3144.8140590190887
TIRMOO4,601_fri_c1_250_5,0.5582404616106018,-1.1659309492810588,0.7474599518702993,41,2934.2898123264313
TIRMOO4,621_fri_c0_100_10,0.5969383427429156,-1.0318828988214077,0.49042880122310095,32,1949.6080486774445
TIRMOO4,611_fri_c3_100_5,0.40168837879496255,-1.824157336190444,0.7475905465166347,35,2061.692353963852
TIRMOO4,637_fri_c1_500_50,0.29066023530300855,-2.471200540474347,0.9161876957155364,62,2003.7594769001007
TIRMOO4,650_fri_c0_500_50,0.27137519233842267,-2.60850588405761,0.93512347091961,50,2034.9218664169312
TIRMOO4,644_fri_c4_250_25,0.28905778650824454,-2.4822573150839595,0.9071585337903754,59,1916.0974459648132
TIRMOO4,485_analcatdata_vehicle,215.59552390167823,10.746808155390772,0.5625742627250361,25,2029.2324359416962
TIRMOO4,646_fri_c3_500_10,0.3013066486213053,-2.399253533279213,0.9032959113594545,62,2516.419535636902
TIRMOO4,620_fri_c1_1000_25,0.35487671618227495,-2.0719696563632084,0.8950009347941521,68,2470.020387649536
TIRMOO4,561_cpu,16.075171977164548,5.554551936980754,0.9637175460978241,14,3222.7288744449615
TIRMOO4,557_analcatdata_apnea1,3578.2972984437556,16.36528470258846,0.16920117704027937,31,3488.5673797130585
TIRMOO4,523_analcatdata_neavote,0.630904171097133,-0.9212025925658113,0.9746510041071581,8,3558.6125190258026
TIRMOO4,485_analcatdata_vehicle,476.94054981901803,12.334783699235668,-2.253583299185758,34,2153.1782546043396
TIRMOO4,706_sleuth_case1202,47.74573265992683,7.731779389109304,0.6980285109337269,23,2824.0197846889496
TIRMOO4,582_fri_c1_500_25,0.2889200705815582,-2.4832104030101023,0.920337534861662,59,2138.511514186859
TIRMOO4,228_elusage,9.152891149553634,4.428139604014809,0.8370195020297743,8,3185.4345433712006
TIRMOO4,649_fri_c0_500_5,0.30609236931213585,-2.3677367241665874,0.9034127363648858,50,3414.3345432281494
TIRMOO4,485_analcatdata_vehicle,231.16580055843866,10.886270408793447,-0.4291670359065767,22,2047.2368319034576
TIRMOO4,623_fri_c4_1000_10,0.3286391176270772,-2.2255900743360497,0.8790343653210471,62,2754.015818834305
TIRMOO4,593_fri_c1_1000_10,0.27122790762468624,-2.6095916479787062,0.9292007546746464,62,2876.7404153347015
TIRMOO4,195_auto_price,1798.607148251883,14.989535675629437,0.9153986392327855,31,3252.652876138687
TIRMOO4,519_vinnie,1.4266952259763537,0.7107214778659173,0.7790843508176508,8,3693.430953025818
TIRMOO4,581_fri_c3_500_25,0.2961019314431905,-2.434103041907297,0.9097846012233591,62,2083.733182668686
TIRMOO4,583_fri_c1_1000_50,0.3090577356762913,-2.3484543453785016,0.9014918011320505,62,2252.5904507637024
TIRMOO4,586_fri_c3_1000_25,0.3137610152962809,-2.3182473612767804,0.9038209327411227,56,2348.1488127708435
TIRMOO4,646_fri_c3_500_10,0.25831376719360405,-2.707160562122074,0.9154008384206224,65,2445.2690029144287
TIRMOO4,584_fri_c4_500_25,0.24957067112059533,-2.7760263058284003,0.939993887987092,62,2109.8041286468506
TIRMOO4,658_fri_c3_250_25,0.5602462637415518,-1.1587576704724614,0.7611452561591876,59,1916.6909186840057
TIRMOO4,1029_LEV,0.6507822599478061,-0.8591603256948678,0.5285364978194755,32,3521.5230786800385
TIRMOO4,604_fri_c4_500_10,0.3098173350417097,-2.3435447939501155,0.9006970776446769,56,2550.2284355163574
TIRMOO4,589_fri_c2_1000_25,0.27906913307137676,-2.5525914781380914,0.923088076661127,71,2407.31671500206
TIRMOO4,195_auto_price,1809.2427673711277,15.00132735230847,0.9180358903793114,29,3254.9012978076935
TIRMOO4,644_fri_c4_250_25,0.3005440034473222,-2.4043222032527907,0.9013157371802348,56,1913.5931253433228
TIRMOO4,608_fri_c3_1000_10,0.2944662409250805,-2.445181828589139,0.9121262913269175,62,2715.0654335021973
TIRMOO4,542_pollution,49.8041612819904,7.816197080838001,0.21701132510629506,23,3578.3226084709167
TIRMOO4,228_elusage,8.81085673406554,4.351969361714886,0.6722990005257504,8,3208.4864704608917
TIRMOO4,646_fri_c3_500_10,0.26721102229947874,-2.6394331740992936,0.9339979923582094,62,2568.0575931072235
TIRMOO4,1096_FacultySalaries,7.011752042678688,3.8951752091591825,-0.21223367809046167,17,3447.2080466747284
TIRMOO4,612_fri_c1_1000_5,0.29280332291727945,-2.4565082963963536,0.9226817921002267,65,3688.005351305008
TIRMOO4,658_fri_c3_250_25,0.491922150719451,-1.4188696105091463,0.7002967167750699,53,1959.2940602302551
TIRMOO4,594_fri_c2_100_5,0.54737970491048,-1.2052251169825885,0.6498461976717691,29,2158.6484768390656
TIRMOO4,690_visualizing_galaxy,26.38146776601812,6.54532357018007,0.9220616364365334,14,3552.0829241275787
TIRMOO4,618_fri_c3_1000_50,0.265744116642975,-2.650442801391474,0.9292949938084831,62,2211.2269656658173
TIRMOO4,623_fri_c4_1000_10,0.33230470291864334,-2.203405902185312,0.8933164356355764,64,2613.9889607429504
TIRMOO4,519_vinnie,1.5175637855234587,0.8342125527240387,0.7796470295548438,8,3731.3077375888824
TIRMOO4,637_fri_c1_500_50,0.2985037036714382,-2.4179458772338918,0.9206366002586711,65,2064.5631692409515
TIRMOO4,678_visualizing_environmental,3.0725666515575734,2.2450265103251534,0.299369485385379,23,3588.193276643753
TIRMOO4,1029_LEV,0.6103460123553699,-0.9874584985227167,0.5971094684995184,32,3582.945198535919
TIRMOO4,228_elusage,9.26645345473244,4.452801446563344,0.8547399930406776,8,3176.4430339336395
TIRMOO4,651_fri_c0_100_25,0.39726566715838885,-1.8463000706072847,0.8129561818219208,38,1780.8462278842926
TIRMOO4,641_fri_c1_500_10,0.3383533957839415,-2.1673287600976763,0.8853296003695583,62,2567.8047404289246
TIRMOO4,542_pollution,44.82561466240541,7.605559463776199,0.13505718856966742,14,3605.3504683971405
TIRMOO4,1028_SWD,0.6271286346629753,-0.9332072008786452,0.37334237665033854,59,3725.503972053528
TIRMOO4,604_fri_c4_500_10,0.3675865721683026,-2.0015928350912637,0.8462901190160881,59,2578.4549429416656
TIRMOO4,645_fri_c3_500_50,0.33719303268182627,-2.174199430680137,0.9033264829698177,53,1961.8420944213867
TIRMOO4,228_elusage,11.110791863828021,4.815833751967229,0.7101939031554954,8,2985.4009535312653
TIRMOO4,1096_FacultySalaries,1.625359769929583,0.9714583763135436,0.6495854798723208,8,3842.5934693813324
TIRMOO4,620_fri_c1_1000_25,0.3070007178562502,-2.3618103862073982,0.9043274454488807,68,2425.720012664795
TIRMOO4,598_fri_c0_1000_25,0.2638071077720419,-2.665074190541982,0.9232944378689674,50,2292.457189321518
TIRMOO4,659_sleuth_ex1714,2678.3665113139486,15.78592475394798,0.2997602202424844,11,3517.7999937534332
TIRMOO4,579_fri_c0_250_5,0.5506837927654633,-1.1931890267785292,0.6486215967773267,32,3009.355538368225
TIRMOO4,644_fri_c4_250_25,0.34013211783586117,-2.156842309960265,0.8665764193906391,53,1937.6693828105927
TIRMOO4,579_fri_c0_250_5,0.46904452843886507,-1.5141151433524875,0.7609069128812155,41,3093.6863207817078
TIRMOO4,542_pollution,36.63686586160026,7.202109994871004,0.6402643960734442,20,3520.987959623337
TIRMOO4,547_no2,0.4891753420557446,-1.4300685621359237,0.5506402452933961,67,3370.813451051712
TIRMOO4,633_fri_c0_500_25,0.2690837459177085,-2.62546524943425,0.927065783234881,50,2123.928514957428
TIRMOO4,690_visualizing_galaxy,29.20675623176633,6.748800120621476,0.9017561999117905,14,3543.934285402298
TIRMOO4,210_cloud,0.2980126526887848,-2.4212386693817596,0.9392450566329505,14,2968.4950211048126
TIRMOO4,1029_LEV,0.6299721971402739,-0.9241591841875156,0.5752729353919691,32,3527.3089413642883
TIRMOO4,695_chatfield_4,20.050274185967144,5.996485657539311,0.8582247167606807,34,2155.9639155864716
TIRMOO4,606_fri_c2_1000_10,0.3239032758407788,-2.2546206782295686,0.8996786421768845,62,2996.709874868393
TIRMOO4,195_auto_price,2142.165518214401,15.339145041529587,0.7013843255004315,17,3260.710554122925
TIRMOO4,1089_USCrime,19.913850950236228,5.9828310345312055,0.701026422662344,14,3548.3049652576447
TIRMOO4,605_fri_c2_250_25,0.5276728511633273,-1.278557574753561,0.7466181245948094,62,1934.8088474273682
TIRMOO4,659_sleuth_ex1714,1328.5275069140782,14.383652940455157,0.6889884648743156,16,3565.5600316524506
TIRMOO4,618_fri_c3_1000_50,0.2896651134440147,-2.478059609005495,0.9006075127208205,62,2159.9023559093475
TIRMOO4,658_fri_c3_250_25,0.4114373599697116,-1.776196988196218,0.8123193375344536,65,1915.3442277908325
TIRMOO4,597_fri_c2_500_5,0.33202234265659625,-2.2051060303431567,0.901079084610261,70,3211.750392436981
TIRMOO4,596_fri_c2_250_5,0.4572524401627245,-1.5650393102404172,0.80735620703016,35,3013.2342097759247
TIRMOO4,695_chatfield_4,18.636838158022183,5.850280336307317,0.801193998869409,25,2169.7474462985992
TIRMOO4,598_fri_c0_1000_25,0.32584131212054285,-2.242689577528123,0.8944575644686392,50,2281.0022642612457
TIRMOO4,649_fri_c0_500_5,0.28407648112228134,-2.517023554698502,0.9090513953590604,50,3417.0323584079742
TIRMOO4,617_fri_c3_500_5,0.41634663621577206,-1.7524742111106038,0.8029683224563717,56,3095.603492975235
TIRMOO4,613_fri_c3_250_5,0.5825094068021336,-1.0808198893122742,0.6723968064054998,26,2896.881938457489
TIRMOO4,637_fri_c1_500_50,0.33955873643992296,-2.160216676576183,0.8947411508431552,59,2024.74005484581
TIRMOO4,583_fri_c1_1000_50,0.2646398131771027,-2.6587711461963055,0.9310128078794775,68,2277.9331176280975
TIRMOO4,617_fri_c3_500_5,0.32186244577004003,-2.2672620235153507,0.90968997962747,62,3151.8713018894196
TIRMOO4,617_fri_c3_500_5,0.34415426551309314,-2.1333305517434384,0.867392733663555,65,3201.9799840450287
TIRMOO4,621_fri_c0_100_10,0.44409921357071425,-1.623414575047882,0.6618624303788725,32,1965.8154475688934
TIRMOO4,1089_USCrime,16.13106412372953,5.561493723348016,0.8646901229367085,14,3525.1594426631927
TIRMOO4,654_fri_c0_500_10,0.3322191117039039,-2.2039211054832486,0.8751618718035836,50,2661.421939134598
TIRMOO4,650_fri_c0_500_50,0.27009005536093966,-2.6179996744429395,0.9310583437475741,53,2000.0149326324463
TIRMOO4,229_pwLinear,1.642111424454735,0.991965735427502,0.8686095466682193,58,1989.2482659816742
TIRMOO4,527_analcatdata_election2000,15240.502510093203,19.26342360360053,0.9207928831172343,8,2590.5655846595764
TIRMOO4,1089_USCrime,14.371041466534285,5.330430345038643,0.8708416872828854,14,3536.342616081238
TIRMOO4,192_vineyard,2.350287606627003,1.7090754129325227,0.48594110136393265,11,3433.975955724716
TIRMOO4,598_fri_c0_1000_25,0.2952689034140194,-2.439737601686393,0.9142971027021263,50,2344.771866798401
TIRMOO4,646_fri_c3_500_10,0.2832882864699947,-2.522580439470789,0.9297827778931257,59,2495.6180453300476
TIRMOO4,192_vineyard,4.064644057540496,2.80465235289054,0.3218931409470853,23,3372.2178027629852
TIRMOO4,612_fri_c1_1000_5,0.24605706555090087,-2.804383592334765,0.9377578442014847,68,3617.0982360839844
TIRMOO4,622_fri_c2_1000_50,0.324321419901678,-2.2520404363989655,0.9018414140070082,68,2234.1212108135223
TIRMOO4,612_fri_c1_1000_5,0.2653630774565192,-2.6533125742438535,0.9343327152925639,62,3670.5968585014343
TIRMOO4,195_auto_price,2745.978373231371,15.835785421123573,0.7473907390285816,20,3277.2056715488434
TIRMOO4,591_fri_c1_100_10,0.9239917754475567,-0.15810421682170014,0.19476486284536954,20,1793.402142047882
TIRMOO4,560_bodyfat,0.5272486778140623,-1.2801659346570158,0.9966364727700123,8,3373.2058770656586
TIRMOO4,635_fri_c0_250_10,0.3150225600403519,-2.3102220470906287,0.897309754176833,50,2173.885975599289
TIRMOO4,627_fri_c2_500_10,0.28018901872334806,-2.5445816733978637,0.919361629843104,65,2654.6261434555054
TIRMOO4,603_fri_c0_250_50,0.31017778924327394,-2.3412192644221745,0.9086776790738047,50,1896.1342759132385
TIRMOO4,645_fri_c3_500_50,0.2871744819015,-2.495330594146954,0.9151503418619538,56,2024.6686482429504
TIRMOO4,612_fri_c1_1000_5,0.24544015035936226,-2.8094042963839017,0.9351394167320553,62,3694.9244027137756
TIRMOO4,608_fri_c3_1000_10,0.2429226772051732,-2.830024174159924,0.9372812520287921,62,2728.9132623672485
TIRMOO4,594_fri_c2_100_5,0.7906767434288872,-0.46973212594719543,0.47524041024610386,35,2134.5966906547546
TIRMOO4,633_fri_c0_500_25,0.3040975596745708,-2.3808134181551552,0.9120071573692929,50,2131.012380361557
TIRMOO4,621_fri_c0_100_10,0.514353400101582,-1.3296894018892516,0.758331822620359,32,1936.2976658344269
TIRMOO4,593_fri_c1_1000_10,0.30501722985273133,-2.3747740252997387,0.9076929298405184,62,2985.198961019516
TIRMOO4,519_vinnie,1.6239139660910262,0.9696785275824897,0.7120272422425645,8,3749.4712319374084
TIRMOO4,666_rmftsa_ladata,1.5630768454706485,0.8933124311981192,0.6665856723458601,41,3543.504555463791
TIRMOO4,594_fri_c2_100_5,0.6744058871911136,-0.7878462856168071,0.45380367100438024,29,1976.1032660007477
TIRMOO4,589_fri_c2_1000_25,0.3552412631705435,-2.069916211550418,0.8525731673329504,62,2353.8378438949585
TIRMOO4,592_fri_c4_1000_25,0.2645124599545374,-2.6597338424294374,0.9447567025276546,62,2359.135517835617
TIRMOO4,647_fri_c1_250_10,0.40637674011802705,-1.8009492366346764,0.8505456628133441,59,2251.0631551742554
TIRMOO4,591_fri_c1_100_10,0.5481333363492137,-1.2024734142488618,0.6987763445246451,29,1945.1089642047882
TIRMOO4,609_fri_c0_1000_5,0.2950675427805865,-2.441101980542146,0.9165105354152653,50,3638.5139219760895
TIRMOO4,666_rmftsa_ladata,1.7115071934261945,1.0747487639488353,0.6293144538941375,59,3499.1102747917175
TIRMOO4,628_fri_c3_1000_5,0.2842517546525568,-2.515789946900759,0.910524239540877,68,3468.162829875946
TIRMOO4,603_fri_c0_250_50,0.31224306650969746,-2.3279466703117953,0.8963464248927293,50,1878.849630355835
TIRMOO4,712_chscase_geyser1,6.529752618191444,3.752738117359354,0.72361217574205,8,3721.34121465683
TIRMOO4,617_fri_c3_500_5,0.36830702005280475,-1.99767679004186,0.8336437128131938,62,3047.4722714424133
TIRMOO4,192_vineyard,2.9519767338614984,2.1649500504478696,0.5318836103951455,14,3403.192391872406
TIRMOO4,631_fri_c1_500_5,0.2703010373192029,-2.6164379760963814,0.9314409515445252,62,3350.940711736679
TIRMOO4,603_fri_c0_250_50,0.3899407407000246,-1.8835209966531241,0.8392738861066105,38,1595.7162964344025
TIRMOO4,604_fri_c4_500_10,0.32892511624173504,-2.2238503286627838,0.8981715109549937,59,2534.439736366272
TIRMOO4,207_autoPrice,2172.7524955976587,15.367500147812656,0.6927958582901459,17,3245.1918692588806
TIRMOO4,229_pwLinear,1.597810291590233,0.9372682482909388,0.8518770957621618,58,1799.475096464157
TIRMOO4,648_fri_c1_250_50,0.3802267783418988,-1.9339748383137247,0.8598609906179911,59,1861.4129266738892
TIRMOO4,648_fri_c1_250_50,0.2727654040852734,-2.5982863578482567,0.9132497220670138,65,1845.9627811908722
TIRMOO4,229_pwLinear,2.0749618495256215,1.4598855354857128,0.8247651234804965,58,1778.371980190277
TIRMOO4,613_fri_c3_250_5,0.43178147307051135,-1.6796713361936002,0.7890746936830847,29,2898.1258742809296
TIRMOO4,623_fri_c4_1000_10,0.3045292487482809,-2.3779762828852142,0.9054662849541599,62,2716.0637447834015
TIRMOO4,650_fri_c0_500_50,0.31195918768036807,-2.3297658168912605,0.9079675014572685,50,2018.939796924591
TIRMOO4,605_fri_c2_250_25,0.40823304899058427,-1.7918341382868272,0.8294145968519812,65,1955.2867398262024
TIRMOO4,659_sleuth_ex1714,1039.3876140923778,13.892773972203868,0.716765273888162,14,3521.80345082283
TIRMOO4,523_analcatdata_neavote,0.6758367115837153,-0.7836075660579138,0.9703436486647952,8,3565.10076379776
TIRMOO4,1028_SWD,0.6465895318569668,-0.87208720668186,0.31919761290252435,77,3674.80775141716
TIRMOO4,229_pwLinear,2.1095993684520504,1.4929961133766367,0.7849571354135845,56,2000.50350356102
TIRMOO4,612_fri_c1_1000_5,0.3068695858179169,-2.3626648470897247,0.9073084173001283,62,3685.078516483307
TIRMOO4,583_fri_c1_1000_50,0.303699812437404,-2.3834310490446273,0.8817957936763932,65,2290.4921090602875
TIRMOO4,557_analcatdata_apnea1,1085.6075907193888,13.979790201368605,0.9026666384937887,25,3467.6328949928284
TIRMOO4,1096_FacultySalaries,1.69742062570733,1.0582196396661059,0.7652534026181715,8,3663.353402853012
TIRMOO4,620_fri_c1_1000_25,0.30221239699975505,-2.3932504149681075,0.9069392482351982,62,2385.18497300148
TIRMOO4,651_fri_c0_100_25,0.6734589756741873,-0.7906563942524587,0.4665118554854836,50,1723.4430689811707
